	topic	CID	ID	PID	stance	rebuttal	name	parent	rawTweet	label	tweet_id	postTweet	n_key	mentions	hashtags
117	marijuana	I	30	29	1	support	HGrey87	JesusParade	"Did you forget to say you do it on weed?  Did you forget because of weed?  Do you have any weed?
"	2	3542	forget forget weed weed weed	5	[]	[]
118	marijuana	I	32	-1	1	null	johnbonham32	null	"Does anybody know how much the American economy would grow if Marijuana was legalized? Listen, it's not the government's problem if people are irresponsible and mess up their lives with Marijuana, right? The government would make an enormous amount of many off of all the Marijuana sales, and we would be on our way back up, and I sincerely hope that President Obama decides to legalize it once he takes care of the war. (By the way, I still can't get over the fact that I can call him President Obama now. Yes!)
"	2	3544	american amount back by call care decides economy enormous fact government government grow hope irresponsible legalize legalized listen lives make marijuana marijuana marijuana mess now obama obama people president president problem right sales sincerely takes up war way yes	39	[]	[]
119	marijuana	I	35	-1	1	null	joecavalry	null	"After 720 days and countless of arguments (most of which I have not read) to the contrary, I still think like, yeah man ;)
"	2	3547	720 arguments contrary countless days like man most read yeah	10	[]	[]
120	marijuana	I	37	-1	1	null	ThePyg	null	"yes, for one simple reason.   free country. if people wanna fuck up their lives with drugs, let them. hell, maybe they won't die or lose their job. the point is, not our fuckin' business on how someone decides to take the edge off.  making drugs an illegal business just gets more people killed anyway. imagine what would happen to the drug lords if corporations took over the drug market.  basically: ""got a problem? fix it with capitalism""
"	2	3549	anyway basically business business capitalism corporations country decides die drug drug drugs drugs edge fix free fuck fuckin got happen hell illegal imagine is job killed lives lords lose making market off people people point problem reason simple them wanna yes	41	[]	[]
121	marijuana	I	41	40	1	support	joecavalry	Tykk	"Not only would we make all that money in tax revenue but people would be so high that they wouldn't care about the economy anymore ;)
"	2	3554	anymore care economy high make money people revenue tax	9	[]	[]
122	marijuana	I	45	-1	1	null	zxcthebeast	null	"Everyonethinks we are hippies 4 doin it....no how many ppl go and shoot up a block or rob whenthey smoke marijuana.....not a dame soul!!!!
"	2	3558	block dame doin everyonethinks hippies it marijuana no not ppl rob shoot smoke soul whenthey	15	[]	[]
123	marijuana	I	46	-1	1	null	joecavalry	null	"OMG, when I created this debate I didn't know how many pot heads were out there.
"	2	3559	created debate heads omg pot there	6	[]	[]
124	marijuana	I	48	46	-1	oppose	sparsely	joecavalry	"If you think the only people who support the eradication of harmful laws which serve no positive purpose and which were passed pimarilty due to racism, disinformation, and corporatism, you are an idiot. But thanks for your bullshit generalization.
"	1	3561	bullshit corporatism disinformation due eradication generalization harmful idiot laws passed people pimarilty positive purpose racism serve support	17	[]	[]
125	marijuana	I	49	48	-1	support	joecavalry	sparsely	"Wait a minute. You actually believe that I'm against the legalization of marijuana? Dude, being a pot head is not a bad thing in my book.
"	1	3562	bad book dude head legalization marijuana minute pot thing wait	10	[]	[]
126	marijuana	I	5	4	1	support	sparsely	Blacklaser	"that's cool, except the tax part. Why is government owed a tax for the growth or sale of this particular plant? We don't have special taxes for coffee, which is about the equivalent in overall social effect and harm-potential (that is, almost zero).  There's nothing that justifies that marijuana be subjected to anything other than standard sales taxes.
"	2	3563	coffee cool effect equivalent government growth harm is justifies marijuana owed part plant potential sale sales social special standard subjected tax tax taxes taxes that zero	26	[]	[]
127	marijuana	I	50	49	1	oppose	Bradf0rd	joecavalry	"I'm not a pot head, in fact I've only tried it once to know more about it, and I do not condone it's use... yet in many ways I would vote for it's legalization.  - War on drugs is too costly, especially with a failing economy.  - Hemp is very useful  - Violence on the streets will drop (but same goes for legalization of prostitution)  - So many People would not be incarcerated for doing something that is not, by any means, morally incorrect.  - The prohibition is flawed in that we allow more dangerous drugs to be sold  - etc.  - Potheads will finally shut up.  - etc.
"	2	3564	but condone costly dangerous drop drugs drugs economy etc etc fact failing finally flawed head hemp incarcerated incorrect it legalization legalization means morally not people pot potheads prohibition prostitution shut sold streets up use violence vote war ways	38	[]	[]
128	marijuana	I	53	-1	1	null	joecavalry	null	"But only in Tijuana. Just in case it isn't a good idea. That way I can just go across the border, have some fun and go home. Mexico can suffer any negative effects due to the legalization of marijuana.
"	2	3567	border case due effects fun good home idea legalization marijuana mexico negative suffer tijuana	14	[]	[]
129	marijuana	I	54	-1	-1	null	joecavalry	null	"Look at how absurd things get once Marijuana is legalized.   http://www.spiegel.de/international/ europe/0,1518,559030,00.html
"	1	3568	00 1518 559030 absurd europe html legalized marijuana things	9	[]	[]
130	marijuana	I	57	55	1	oppose	Spoonerism	636benjamin	"If I could type an emoticon of eyes rolling, I would. Consider my eyes rolled. If you want to talk about gateway drugs, let's talk about alcohol and tobacco, the two legal, harmful drugs that lead people to try other ones.   ""There are many people who don't smoke pot because it is illegal""--This is an argument for the efficacy of prohibition, which, if we're being honest, is fairly ineffective. I could just as easily argue there are many people who smoke pot in spite of it being illegal. Does either argument address whether or not it ought to be legalized? No.   Marijuana has no business being illegal when it is less harmful than alcohol, a drug that is not only legal but used by a large portion of the population. Alcohol poisoning kills people every year, as does drunk driving. Marijuana cannot be overdosed on, nor does it make people over-confident or belligerent.   The latest marijuana ads have been more accurate than in years past. ""We didn't shoot anybody. We just sat on Pete's couch"". Granted, the point is made, marijuana users are less likely to be active. Then again, we could make the same argument about cable television watchers, couldn't we?
"	2	3571	accurate active address ads again alcohol alcohol alcohol anybody argue argument argument argument belligerent business cable confident couch driving drug drugs drugs drunk easily efficacy emoticon eyes eyes fairly gateway granted harmful harmful honest illegal illegal illegal ineffective kills large latest lead legal legal legalized made make make marijuana marijuana marijuana marijuana no on ones over overdosed past people people people people people pete point poisoning population portion pot pot prohibition rolled rolling sat shoot smoke smoke spite talk talk television there this tobacco type users watchers we we which would year years	93	[]	[]
131	marijuana	I	58	55	1	oppose	zxcthebeast	636benjamin	"NO!!!!! All the government would have to do is tax it and legalize it economy will shoot up!!!!!
"	2	3572	economy government legalize no shoot tax up	7	[]	[]
132	marijuana	I	6	5	1	support	joecavalry	sparsely	"I agree but since you can just grow it in your own back yard and they can't tax that, I wouldn't worry too much about it.
"	2	3574	agree back grow it tax that worry yard	8	[]	[]
133	marijuana	I	60	-1	-1	null	AngeloDeOrva	null	"I'm not that concerned with Marijuana. I'd never use it, and I don't let my boyfriend either. I think it is a cop-out and a rather stupid thing to get into.   I don't mind it being legalized, though I'd rather it not. I'd even go so far as to say alcohol shouldn't be legal either.   I don't, however, like the way these things are prosecuted. I'd rather see users treated like those in need of medical and psychological attention. There shouldn't be anything on their permanent records, they shouldn't go to jail or prison, and they shouldn't be stigmatized.   Users should be sent through rehabilitative structures and helped to find better ways to spend their time and money. Educating themselves, expanding their minds, getting good jobs, having fun in more productive ways. Users should be helped towards a better, happier life without the need for mind altering chemicals.   Pushers, however, are a different matter. Small-timer pusher and pushers of less dangerous drugs should go through the same services. But people selling deadly, horribly destructive drugs to people are partially responsible for their downward spiral. They should be punished, with jail time and prison time (depending on what they did and how they did it) followed by rehabilitation and job training/higher education.
"	1	3575	alcohol altering attention better boyfriend chemicals concerned cop dangerous deadly depending destructive don downward drugs drugs educating education either either expanding find fun good happier helped helped higher horribly however however into it it jail jail job jobs legal legalized life marijuana matter medical mind mind minds money not out partially people people permanent prison prison productive prosecuted psychological punished pusher pushers pushers records rehabilitation rehabilitative responsible selling services small spend spiral stigmatized structures stupid themselves thing things time time time timer training treated users users users ways ways	89	[]	[]
134	marijuana	I	61	60	-1	support	Bradf0rd	AngeloDeOrva	"You cannot say that because you'd rather not, it shouldn't be legalized. I agree though, for some odd reason (and I've put way more thought into the issue than I apparently should have) don't like the idea of legalization. Then again, I do know that once someone covets something, the first thing I want to do is keep it from them because I believe anything that is ""coveted"" cannot be a good thing for them...  Er, you can see my arguments... they aren't pretty :^/.  I don't know, I get the idea that this somehow has to do with morals or ethics, but it's only a feeling and when it comes down to it, my ""practical"" side says that it  should  be legalized, but still, I don't like people doing it... which is not the case with drinking.  So why do you think that people  shouldn't ?
"	1	3576	again agree and apparently arguments case coveted covets drinking er ethics feeling good have idea idea issue it it know legalization legalized legalized morals not odd people people practical pretty put reason side something still them thing thing though thought	40	[]	[]
135	marijuana	I	62	61	-1	support	AngeloDeOrva	Bradf0rd	"The reason I don't like marijuana, alcohol, hard drugs, and certain kinds of prescription medications is rather simple: I don't think people should sacrifice who they are, in some cases their free will or their humanity.   When someone gives up their free will by becoming a slave to a hard drug or prescription mood and personality altering chemicals it is time for society to step in and give them back control.  Marijuana may be a petty offender, much less of an offender than alcohol, tobacco, meth, cocaine..etc.., but it is still a means of giving up who you are or keeping yourself in a state of non-growth.   We, as human beings, have a duty to ourselves to grow, change, improve, but always in the context of who we are. Drugs are a way to retard this development, deny who we are, and cope with a world that rejects us. It is an escape; an escape which noone deserves.   I don't mind people escaping in other ways: video games, reading, television, camping..etc, at least they are still thinking, at least their self is still intact and operating.   When people do drugs they stop being people and start being Mr. or Ms. X+meth, or X+Marijuana, or X+alcohol. It isn't helpful; it's downright harmful in the long-run.   Governments and societies are meant to protect us; usually from dangers outside. This danger, this threat is unique in its internal, self-inflicted nature.   Again, Marijuana is only a petty offender in this case; which is why I am not adamant about its status as an illegal narcotic. There are far worse legal drugs which I am much more concerned with.   Does that help in explaining my objection to its use? I am still forming my opinion on this one so I know my logic is abit choppy and in some cases exaggerated.
"	1	3577	abit adamant again alcohol alcohol alcohol altering are are are back beings camping case cases cases change chemicals choppy cocaine concerned context control cope danger dangers deny deserves development downright drug drugs drugs drugs drugs duty escape escape escaping etc etc exaggerated explaining forming free free games give giving governments grow growth hard hard harmful helpful human humanity illegal improve inflicted intact internal keeping kinds legal logic long marijuana marijuana marijuana marijuana means meant medications meth meth mind mood mr ms narcotic nature non objection offender offender offender operating opinion outside people people people people personality petty petty prescription prescription protect reading reason rejects retard run sacrifice self simple slave societies society start state status step stop television thinking threat time tobacco unique us us use video ways we with world worse	132	[]	[]
136	marijuana	I	64	63	1	support	joecavalry	hoboboxerjoe	"ingesting cannabis can increase your brain cell growth.   Which is why people feel smarter after eating a couple of pot brownies ;)
"	2	3579	brain brownies cannabis cell couple eating feel growth increase ingesting people pot smarter	13	[]	[]
137	marijuana	I	65	62	1	oppose	joecavalry	AngeloDeOrva	"Who left you in charge of deciding what is best for anyone (this is not meant as harsh criticism. It's meant to be constructive.)? What if they don't want control? What if they just want to be left alone to decide for themselves?  What duty? to whom? Why are other forms of escape acceptable? Why doesn't anyone deserve this form of escape? Why is Mr. Halo (video game) OK?  No, it doesn't explain your objection to its use. However, given that you're still forming your opinion, I'll up vote you to encourage you to explore my questions which are meant to get you to put a sharper point on your argument.
"	2	3580	acceptable argument charge constructive control criticism decide deciding deserve duty encourage escape escape explain explore form forming forms game halo harsh however left left meant meant meant mr no objection ok opinion point put questions sharper themselves this use video vote whom	42	[]	[]
138	marijuana	I	66	65	-1	oppose	AngeloDeOrva	joecavalry	"People cannot sell themselves into slavery, people cannot give other people permission to murder them, people cannot give up their inalienable constitutional rights to due process...etc..etc. People don't have the right to take away their rights and freedoms; if someone is mutilating their body, attempting suicide, or engaging in obviously harmful activities our laws clearly indicate we have the right to detain and provide psychological treatment to them.   Noone left me in charge, I have an opinion. We are all imposing our beliefs about what is best for ourselves and each other when engaging in democratic activity so I don't see the problem with my objections to and sanctions of narcotics.   The difference between escaping through activity and escaping through chemical alteration is the difference between exercise and steroid injections. It is the difference between increasing your height through a proper diet while still in your development stages and breaking your legs and resetting them repeatedly.   Not only is the activity unnecessary, a cop-out, and usually not even a remedy for a real malady, but it is an extreme approach and ultimately detrimental to the person's body, mind, and their professional life.   What I am saying is that in the case of drugs people are willfully giving up their freedoms; I would like to have it given back. Besides, if they are already giving up their freedom and humanity for a little pleasure, why on earth should they have the rights in the first place? Would you give a teenager a car if they decided to wreck it, on purpose, every time just to experience the thrill?   People shouldn't be allowed to choose to be slaves just as much as people aren't allowed to be slave-owners. I find it frightening that people seem to actively look to be controlled, by addiction or dictators, and I don't want such behavior to go unchecked.   Video games are an absence of the use of freedom, chemical alterations remove them or block them. Chemicals destroy personality and individuality, pass-times merely divert them and slow their growth or actualization.   Again, Marijuana isn't a big deal in this respect; but legalizing it certainly doesn't help. It does dull the senses, it does have long-term psychological and intellectual effects, and it is possibly as if not more carcinogenic than Tobacco and just as addictive (not yet completely substantiated so I could be wrong).  Some basic facts on it can be found here; a rather well-rounded survey of Marijuana and its effects:   http://www.nida.nih.gov/infofacts/ marijuana.html    From the site:  ""Long-term marijuana abuse can lead to addiction; that is, compulsive drug seeking and abuse despite its known harmful effects upon social functioning in the context of family, school, work, and recreational activities. Long-term marijuana abusers trying to quit report irritability, sleeplessness, decreased appetite, anxiety, and drug craving, all of which make it difficult to quit.""  ""A number of studies have shown an association between chronic marijuana use and increased rates of anxiety, depression, suicidal ideation, and schizophrenia.""  Now, that, again, is not known to be 100% true. Marijuana research is still in its developing stages (probably due to its illegality) and so not enough is known to say anything with certainty.   I'd like to see more studies to make sure that it is as benign as many people like to think it is. If it turns out to be then I have even less of a problem with it. The hard drugs, however, should always be illegal in my eyes.
"	1	3581	100 absence abuse abuse abusers actively activities activities activity activity activity actualization addiction addiction addictive again again allowed allowed alteration alterations anxiety anxiety appetite approach association attempting back basic behavior beliefs benign besides big block body body breaking car carcinogenic case certainty charge chemical chemical chemicals choose chronic completely compulsive constitutional context controlled cop craving deal decided decreased democratic depression destroy detain detrimental developing development dictators diet difference difference difference difficult divert drug drug drugs drugs due due dull earth effects effects effects engaging engaging escaping escaping etc etc exercise experience extreme eyes facts family find found freedom freedom freedoms freedoms frightening functioning games give give give giving giving growth hard harmful harmful height help here however html humanity ideation illegal illegality imposing inalienable increased increasing individuality injections intellectual irritability is is it it laws lead left legalizing legs life long long long make make malady marijuana marijuana marijuana marijuana marijuana marijuana marijuana mind murder mutilating narcotics not now number objections opinion out owners pass people people people people people people people people people people permission person personality place pleasure possibly probably problem problem process professional proper provide psychological psychological purpose quit quit rates real recreational remedy remove repeatedly report research resetting respect rights rights rights rounded sanctions schizophrenia school seeking sell senses shown site slave slavery slaves sleeplessness slow social stages stages steroid studies studies substantiated suicidal suicide survey teenager term term term that them them them thrill time times tobacco treatment true turns ultimately unchecked unnecessary video well willfully work wreck wrong	254	[]	[]
139	marijuana	I	67	66	1	oppose	joecavalry	AngeloDeOrva	"But what about people that want to practice S&M;? Should they not e allowed to? What about a senior citizens that don't have much time to live, should they be denied one more experience? And in order to do studies on marijuana, doesn't some one has to smoke it and allow himself to be studied?  BTW, do you know of any pot smoking studies looking for volunteers ;)
"	2	3582	allowed btw citizens denied experience live marijuana order people pot practice senior smoke smoking studied studies studies time to volunteers	20	[]	[]
140	marijuana	I	73	72	-1	support	joecavalry	Mindreader	"So..., medicinal marijuana is OK...? I'm feeling a little ill ;)
"	1	3589	feeling ill marijuana medicinal ok so	6	[]	[]
141	marijuana	I	74	72	1	oppose	imrigone	Mindreader	"Marijuana, like tobacco, causes cancer as it contains carcinogens.    In the quest to investigate the link between cancer and marijuana, research can be roughly divided into two categories: lab research and investigation of long term users outside of the lab. Yes, as an unfortunate amount of lab animal deaths can attest, cannabis does contain carcinogenic molecules. However, research involving actual users paints a rather different picture.    http://scienceblog.com/10660/ study-finds-no-link-between-marijuana- use-and-lung-cancer/     http://yourlife.usatoday.com/health/ story/2012-01-10/ Marijuana-doesnt-harm-lung-function- study-says/52483604/1    There is some controversy regarding the efficacy of these findings. Because marijuana is illegal, it is difficult to find users to participate in these studies, particularly finding heavy long-term users. It has been argued that if it were legalized, it would be much easier to find participants from a wider range of the population, and the information gathered could prove to be more accurate. Still, working with what we've got, it appears that marijuana use not only does not have anywhere near the effect that cigarette smoking does in terms of carcinogenic properties, it even seems to lower rates of certain types of cancer.    Marijuana is also highly addictive.   Not  highly . It is significantly less addicting than tobacco or alcohol, about on the same level as caffeine, but usually with less severe withdrawal symptoms. Pretty much anything that stimulates the reward centers of the brain will have some addictive qualities among a large enough sampling of users. But marijuana is very low on the totem pole compared to many legal and even non-regulated substances.    http://www.psychologytoday.com/blog/ the-teenage-mind/201012/ is-marijuana-addictive     http://health.ezinemark.com/ the-addictiveness-of-marijuana-or- cannabis-31e84cc7129.html     Studies have also shown that uses of marijuana usually lead to more dangerous drugs such as meth and cocaine.    Studies have also shown that most marijuana users drank alcohol before smoking pot. But alcohol is not considered a gateway drug. Why? Lower incidence of illegal drug use. But lets think about this for a second. As long as marijuana is illegal the people who use it can be classified as ""people who are willing to break at least one law."" Among adults, alcohol drinkers aren't classified that way. Some might be willing to, and those who are may end up using illegal drugs. Others will be totally law abiding, and since that is the majority of them, alcohol does not get considered a gateway drug. The only way to fairly compare the two would be to put them on the same legal standing and do studies at that point. Further, people who buy marijuana illegally have a greater exposure to other illegal drugs than those who don't since many dealers deal in multiple drugs. I suspect that the legal status of marijuana plays more of a role in its status as a gateway drug than any actual medical reason.    If you believe that marijuana does not kill people, try telling that to the relatives of the 30,000 people in Mexico that died due to drug violence.    The War On Drugs is at least partially to blame here. First, the strategy behind the WOD is to increase the cost. But since most drugs, marijuana included, are highly elastic commodities, this doesn't much reduce the demand. Instead it makes for wealthier drug lords, and competition between them leads to violence. The harder we crack down, the worse the situation gets. Also, we would make it less profitable for the drug lords by opening a legal channel of distribution and cultivation. Having marijuana as a legitimate source of retail would seriously reduce the number of people obtaining it illegally. It could also be regulated for quality and purity this way, which is currently not possible.
"	2	3590	000 01 10 201012 2012 30 31e84cc7129 52483604 abiding accurate actual actual addicting addictive addictive addictive addictiveness adults alcohol alcohol alcohol alcohol alcohol also amount and animal appears argued attest between blame brain break buy caffeine cancer cancer cancer cancer cannabis cannabis carcinogenic carcinogenic carcinogens categories centers channel cigarette classified classified cocaine commodities compare compared competition considered considered controversy cost crack cultivation dangerous deal dealers deaths demand died difficult distribution divided doesnt down drank drinkers drug drug drug drug drug drug drug drugs drugs drugs drugs drugs drugs due easier effect efficacy elastic end exposure fairly find find finding findings finds first function further gateway gateway gateway gathered gets got greater harder harm heavy here highly highly highly however html illegal illegal illegal illegal illegal illegally illegally incidence included increase information investigate investigation involving is kill lab lab lab large law law lead leads legal legal legal legal legalized legitimate lets level link link long long long lords lords low lower lower lung lung majority make makes marijuana marijuana marijuana marijuana marijuana marijuana marijuana marijuana marijuana marijuana marijuana marijuana marijuana marijuana marijuana marijuana marijuana marijuana medical meth mexico mind molecules multiple no non number obtaining of opening or paints partially participants participate people people people people people people picture plays point pole population possible pot pretty profitable properties prove purity put qualities quality quest range rates reason reduce reduce regulated regulated relatives research research research retail reward role roughly sampling says second severe shown shown significantly situation smoking smoking source standing status status still stimulates story strategy studies studies studies studies study study substances suspect symptoms teenage telling term term terms the the them to tobacco tobacco totally totem types unfortunate use use users users users users users users violence violence war way way wealthier why wider withdrawal wod working worse yes	302	[]	[]
142	marijuana	I	75	-1	-1	null	Stav	null	"I've already argued in favor of the legalization of marijuana, but there's one thing I forgot about. I watched ""Severance"" the other day, it's about a group of a European sales division of Palisade Defense are on a bus to a team-building weekend at a ""luxury lodge"" in the Mátra Mountains of Hungary. The team-building activities don't really work out till the they realize some wacko soviet soldiers are waiting in the woods to kill them one by one, only then they manage to form some sort of a group working together, helping each other, the survival of each is dependent on the survival of the team.  I figured that it might be a bit loose, but there is something about getting into drugs that brings back something that was lost during the arms race in the name of nape security. To illustrate - A few years ago I wrote a story about an alien civilization acting as if they were about to exterminate all humans, the aliens announced it on the news so a global panic was achieved, and nothing really happened, only that a feeling of survivalism boiled up everywhere, there was a greater power threatening from above, one intention over everyone, seeing all human kind as unified, ignoring our differences and difficulties with each other.  Later they said that the whole trick was to teach humanity a lesson about individualistic racing.
"	1	3591	about above achieved acting activities ago alien aliens announced argued arms back bit boiled brings building building bus civilization day defense dependent differences difficulties division drugs european everyone everywhere exterminate favor feeling figured forgot form global greater group group happened helping human humanity humans hungary ignoring illustrate individualistic intention kill kind legalization lesson lodge loose lost luxury manage marijuana mountains mátra nape news one other other palisade panic power race racing realize sales security severance soldiers sort soviet story survival survival survivalism teach team team team thing threatening till together trick unified wacko waiting watched weekend woods work working wrote years	101	[]	[]
143	marijuana	I	76	75	-1	support	joecavalry	Stav	"I once wrote a story called, ""Lake Sky Dome."" About this kid that finds another universe in his closet called, ""Lake Sky Dome"". The name may sound silly but the acronym was fitting ;)
"	1	3592	acronym called called closet dome dome finds fitting kid lake lake silly sky sky sound story universe wrote	18	[]	[]
144	marijuana	I	78	77	1	oppose	andsoccer16	abcian1	"I have to disagree with your comparison of marijuana to alcohol in some respects. Although it is true that being high is kind of similar to being drunk there are some significant differences; marijuana makes things feel, for lack of a better term, sillier. Alcohol on the other hand, when used in excess can lead to blacking out, vomiting and not remembering what happened. In this way alcohol is significantly more dangerous. Whereas you can die from alcohol intoxication, too much marijuana really can't hurt you. Also, most of the negative feelings associated with alcohol, such as guilt and regret, are typically not experienced when using marijuana. We have also seen what happens when you make alcohol illegal: organized crime grew significantly in major cities because they were able to make an absurd amount of money selling bootleg liquor. Comparing alcohol to marijuana in this context would be accurate. The selling of marijuana by gangs is very profitable. You say that we should go down to Mexico to smoke but I live in Delaware and if I want to smoke with my friends going to Mexico for a weekend isn't a viable option. Instead I would have to find a drug dealer. This puts money in the hands of bad people. Legalization would put a stop to this.   Finally, for someone who claims to love the USA so much you seem to be okay with suppressing freedoms. The reason Mexico is different from the US is because they are relatively poor, their government is corrupt, and crime is rampant. Keeping marijuana illegal only helps criminals, so if you want the US to not be like Mexico then you should encourage the legalization of marijuana.
"	2	3594	absurd accurate alcohol alcohol alcohol alcohol alcohol alcohol alcohol also amount bad blacking bootleg cities claims comparing comparison context corrupt crime crime criminals dangerous dealer delaware die differences disagree drug drunk encourage excess experienced feel feelings finally find freedoms friends gangs government grew guilt hand hands happened helps high hurt illegal illegal intoxication keeping kind lack lead legalization legalization liquor live love major make make makes marijuana marijuana marijuana marijuana marijuana marijuana marijuana marijuana mexico mexico mexico mexico money money negative option organized out people poor profitable put puts rampant reason regret remembering respects selling selling significant significantly significantly sillier similar smoke smoke stop suppressing term things this true typically usa viable vomiting weekend you	115	[]	[]
145	marijuana	I	79	78	-1	oppose	joecavalry	andsoccer16	"What about paranoia? This is a negative feeling caused by marijuana.... wait a minute.... it's a negative feeling because it is illegal. If it were legal, then you wouldn't be paranoid. Hang on, I think I heard the police at my door.... nope, must have been the wind. Anyway... what was I saying? Oh yeah, marijuana is harmful to your memory, that's a negative feeling / side effect. Does this make any sense?
"	1	3595	anyway caused door effect feeling feeling feeling hang harmful heard illegal legal make marijuana marijuana memory minute negative negative negative nope on paranoia paranoid police saying sense side wait wind yeah	31	[]	[]
146	marijuana	I	80	79	1	oppose	andsoccer16	joecavalry	"I've seen you post on a lot of debates, and as funny as your jokes are (/sarcasm), I have to disagree with your point. Although people may not be able to remember things as well while high, I do not believe there has been any study done to see if there is actually a correlation between marijuana use and memory loss. If I am wrong then please post the study. (Also do you think that a little memory loss warrants prohibition?)
"	2	3597	also correlation debates disagree funny high jokes loss loss lot marijuana memory memory people point post post prohibition remember sarcasm study study things warrants wrong	25	[]	[]
147	marijuana	I	83	77	1	oppose	zxcthebeast	abcian1	"OK for 1) We would not abuse the privilge.....watabout us tht useit for medical purposes?....Cancer or enfisema or eating disorders or cant sleep
"	2	3600	abuse cancer disorders eating enfisema medical privilge purposes sleep tht useit watabout	12	[]	[]
148	marijuana	I	86	84	1	oppose	joecavalry	jwitter	"Are you kidding me? The media is one of the heaviest smokers of marijuana. I mean, just listen to the news some times. I swear, those people are on drugs!
"	2	3603	drugs heaviest kidding listen marijuana me mean media news people smokers swear times	13	[]	[]
149	marijuana	I	87	-1	-1	null	Bradf0rd	null	"What I find hard to believe is that this question pops up all of the time on the internet... and nothing changes...  In debates, if you say one thing in opposition to it's legalization you are immediately discriminated against and ignored for the valid points that you may have, and then the people advocating it's use have nothing more to show in their argument than what you have, but sensationalized, and even though they don't have credible evidence (ok, so one does), they call you out for not having evidence, and like children, hop around proclaiming your stupidity...  Arguing this topic online is useless, and I have always thought that. You are all like Gollum with the ring of soromon... there's no point.   BTW, if you are so right, do something about it already so that I don't have to hear about it anymore.
"	1	3604	advocating anymore arguing argument btw call changes children credible debates discriminated does evidence evidence find gollum hard have have hear hop immediately internet legalization ok online opposition people point points pops proclaiming question right ring sensationalized show soromon stupidity that thing thought time topic useless valid	46	[]	[]
150	marijuana	I	88	87	-1	support	joecavalry	Bradf0rd	"Yes, arguing over it on line is useless. Actually, arguing anything on line is useless. I can't think of anything that was argued on line that changed the law.
"	1	3605	actually argued arguing arguing changed law line line line useless useless yes	12	[]	[]
151	marijuana	I	90	89	-1	support	joecavalry	iamerin	"I really don't care one way or another. I mean, it's not like a mess with it. As far as the kids, it's a parent's responsibility to instill the ability to make good choices on their children. I have two daughters. I wouldn't expect the government to make having sex illegal just so that my girls don't end up pregnant. It's my responsibility to teach them, keep them from getting pregnant and deal with the aftermath if I fail in my responsibility.
"	1	3608	ability aftermath another care children choices daughters deal end expect fail girls good government illegal instill it kids make make mean mess parent pregnant pregnant responsibility responsibility responsibility sex teach them	31	[]	[]
152	marijuana	I	91	-1	-1	oppose	Bradf0rd	null	"The marijuana smokers are so indecent that they would vote everything down to below one... no matter what I say now, I can be the best argument.  Marijuana should be illegal because... care bears.  I win.
"	1	3609	argument bears because care illegal indecent marijuana marijuana matter now one smokers vote win	14	[]	[]
153	marijuana	I	92	-1	-1	null	joecavalry	null	"People who are already obese would get the munchies and that would make matters worse.
"	1	3610	make matters munchies obese people worse	6	[]	[]
154	marijuana	I	93	-1	-1	null	Bradf0rd	null	"I don't think the legalization of marijuana would be a good idea.   Why does everyone push so hard for it, when all it does is make you high???  Talk about mindless self indulgence... I hate people who have problems dealing with the fact that they cannot always have what they  want .
"	1	3611	dealing fact good hard hate high idea indulgence it legalization make marijuana mindless people problems push talk	17	[]	[]
155	marijuana	I	94	93	1	oppose	Diluck	Bradf0rd	"That point of view is very scary. You think the government should be able to control your personal life even when your minding your own business and hurting no one. And yet also allow big corporations to push substances more deadly than marijuana on consumers (Alcohol, Tobacco, Prescription Drugs).   Legalization is about the fact that a person should have the right to privacy and the choice to live their lives how they see fit as long as they hurt no one else. Consider the fact that prescription drugs have become the number one killer in these recent years. People are going to get high off what is available; why restrict them to things that are more dangerous. And why criminalize people who choose to use natural herbs instead of stuff created in laboratories.  Last I checked America was a country of liberty and freedom; but I guess that doesn't mean the same thing in this last century. The founding fathers didn't want to have some central government dictating the citizen's daily lives. It is supposed to be a government by the people and for the people. And most importantly under the law of the constitution. People don't want anything they don't deserve; they only want the one thing supposedly guaranteed in this country; Freedom.  Now if you think its mindless self indulgence to want freedom than you must be a fascist or a communist or maybe just confused and controlled; regardless I pity you.
"	2	3612	alcohol america available big business central century checked choice choose citizen communist confused constitution consumers control controlled corporations country country created criminalize daily dangerous deadly deserve dictating drugs drugs else fact fact fascist fathers fit founding freedom freedom freedom government government government guaranteed guess herbs high hurt hurting importantly indulgence killer laboratories law legalization liberty life live lives lives long marijuana minding mindless natural number one people people people people people person personal pity point prescription prescription privacy push recent restrict scary stuff substances supposed supposedly thing thing things tobacco view years you	93	[]	[]
156	marijuana	I	95	94	1	support	joecavalry	Diluck	"At the risk of pissing off the person you oppose, I like your argument and I voted you up. But I personally would have left the last two sentences out. It detracts from your argument by making you seem like you're name calling. But that's just me.
"	2	3613	argument argument calling detracts left making me oppose out person personally pissing risk sentences up voted	16	[]	[]
